name	lsid	uses	sources	family	page
Viburnum prunifolium L.	326270-2	EU HF MA ME	[1, 3, 4]		257
Viburnum recognitum Fernald	293942-2	ME	[4]		257
Viburnum rhytidophyllum Hemsl.	149902-1	EU MA	[1, 3]		257
Viburnum rufidulum Raf.	30314446-2	EU MA ME	[1, 3, 4]		257
Viburnum sambucinum Reinw. ex Blume	149913-1	ME	[4]		257
Viburnum setigerum Hance	149925-1	EU	[3]		257
Viburnum sieboldii Miq.	149928-1	EU MA	[1, 3]		257
Viburnum tinoides L.f.	149971-1	ME	[4]		257
Viburnum tinus L.	326271-2	EU MA	[1, 3]		257
Actinidia arguta (Siebold & Zucc.) Planch. ex Miq.	316460-1	EU GS HF MA ME	[3, 4]	Actinidiaceae	257
Actinidia callosa Lindl.	828394-1	GS HF MA	[1, 3]	Actinidiaceae	257
Actinidia chengkouensis C.Y.Chang	896327-1	GS	[3]	Actinidiaceae	257
Actinidia chinensis Planch.	828396-1	GS HF MA ME	[1, 3, 4, 8]	Actinidiaceae	257
Actinidia chrysantha C.F.Liang	903434-1	GS	[3]	Actinidiaceae	257
Actinidia cylindrica C.F.Liang	903436-1	GS	[3]	Actinidiaceae	257
Actinidia eriantha Benth.	828399-1	GS	[3]	Actinidiaceae	257
Actinidia farinosa C.F.Liang	903437-1	GS	[3]	Actinidiaceae	257
Actinidia fortunatii Finet & Gagnep.	316466-1	GS	[3]	Actinidiaceae	257
Actinidia fulvicoma Hance	828400-1	GS	[3]	Actinidiaceae	257
Actinidia grandiflora C.F.Liang	903441-1	GS	[3]	Actinidiaceae	257
Actinidia hemsleyana Dunn	316468-1	GS	[3]	Actinidiaceae	257
Actinidia henryi Dunn	316469-1	GS	[3]	Actinidiaceae	257
Actinidia hubeiensis H.M.Sun & R.H.Huang	980124-1	GS	[3]	Actinidiaceae	257
Actinidia indochinensis Merr.	56889-1	GS	[3]	Actinidiaceae	257
Actinidia kolomikta (Maxim.) Maxim.	828402-1	EU GS HF	[3]	Actinidiaceae	257
Actinidia lanceolata Dunn	316473-1	GS	[3]	Actinidiaceae	257
Actinidia latifolia (Gardner & Champ.) Merr.	316474-1	GS ME	[3, 4, 5]	Actinidiaceae	257
Actinidia liangguangensis C.F.Liang	903443-1	GS	[3]	Actinidiaceae	257
Actinidia lijiangensis C.F.Liang & Y.X.Lu	937106-1	GS	[3]	Actinidiaceae	257
Actinidia macrosperma C.F.Liang	903444-1	GS	[3]	Actinidiaceae	257
Actinidia melanandra Franch.	828403-1	GS	[3]	Actinidiaceae	257
Actinidia melliana Hand.-Mazz.	316475-1	GS	[3]	Actinidiaceae	257
Actinidia persicina R.G.Li & L.Mo	70027856-1	GS	[3]	Actinidiaceae	257
Maxim.	60472666-2	EU GS ME	[3, 4]	Actinidiaceae	257
Actinidia rubricaulis Dunn	316481-1	GS	[3]	Actinidiaceae	257
Actinidia rubus H.Lév.	316482-1	GS	[3]	Actinidiaceae	257
Actinidia rufotricha C.Y.Wu	56905-1	GS	[3]	Actinidiaceae	257
Actinidia sabiifolia Dunn	316484-1	GS		Actinidiaceae	257
Actinidia stellatopilosa C.Y.Chang	896328-1	GS	[3]	Actinidiaceae	257
Actinidia styracifolia C.F.Liang	903447-1	GS	[3]	Actinidiaceae	257
Actinidia tetramera Maxim.	828410-1	GS	[3]	Actinidiaceae	257
Actinidia trichogyna Franch.	828411-1	GS	[3]	Actinidiaceae	257
Actinidia valvata Dunn	316485-1	GS	[3]	Actinidiaceae	257
Actinidia zhejiangensis C.F.Liang	899088-1	GS	[3]	Actinidiaceae	257
Saurauia andreana (F.Muell.) F.M.Bailey	829288-1	ME	[4, 5]	Actinidiaceae	257
Saurauia armata Kurz	829292-1	ME	[4]	Actinidiaceae	257
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	829301-1	ME	[4]		258
Saurauia bracteosa DC.	829303-1	ME	[4]		258
Saurauia bullosa Wawra	228016-2	ME	[4]		258
Saurauia calyptrata Lauterb.	317238-1	AF FU IF			258
Saurauia capitulata A.C.Sm.	56929-1	ME	[4]		258
Saurauia cauliflora DC.	829308-1	MA	[7]		258
Saurauia conferta Warb.	829312-1	EU FU MA SU			258
Saurauia congestiflora A.C.Sm.	56936-1	AF MA SU			258
Saurauia dufaurii (F.Muell.) Diels	317180-1	FU MA ME	[4]		258
Saurauia homotricha A.Pool	316450-2	AF MA			258
Saurauia monadelpha Scheff.	829368-1	EU FU MA			258
Saurauia napaulensis DC.	829373-1	MA ME	[1, 4]		258
Saurauia nudiflora DC.	829378-1	AF	[5]		258
Saurauia occulta A.C.Sm.	56989-1	FU MA ME	[4]		258
Saurauia plurilocularis C.T.White & W.D.Francis	56995-1	MA			258
Saurauia punduana Wall.	829399-1	ME	[4]		258
Saurauia roxburghii Wall.	829407-1	MA ME	[4, 7]		258
Saurauia rubicunda (A.Gray) Seem.	829408-1	ME	[4]		258
Saurauia scaberrima Lauterb.	317316-1	AF EU FU MA			258
Saurauia tristyla DC.	829438-1	FU MA ME	[1, 4, 7]		258
Saurauia trugul P.Royen	900903-1	MA ME	[4]		258
Hydrocera triflora (L.) Wight & Arn.	373938-1	MA ME	[4, 7]	Balsaminaceae	258
Impatiens apalophylla Hook.f.	103458-1	ME	[4]	Balsaminaceae	258
Impatiens arguta Hook.f. & Thomson	373962-1	ME	[4]	Balsaminaceae	258
Impatiens balsamina L.	373978-1	EU GS HF MA ME PO	[1, 3, 4, 5, 7, 8, 11]	Balsaminaceae	258
Impatiens brachycentra Kar. & Kir.	373997-1	ME	[4]	Balsaminaceae	258
Impatiens burtonii Hook.f.	374006-1	GS HF IF ME	[4, 8, 11]	Balsaminaceae	258
Impatiens capensis Meerb.	30008241-2	ME	[3, 4]	Balsaminaceae	258
Impatiens chinensis L.	374017-1	ME	[4]	Balsaminaceae	258
Impatiens clavigera Hook.f.	103534-1	ME	[4]	Balsaminaceae	258
Impatiens cyanantha Hook.f.	103561-1	ME	[4]	Balsaminaceae	258
Impatiens flaccida Arn.	374090-1	ME	[1, 4]	Balsaminaceae	258
Impatiens glandulifera Royle	30221088-2	EU ME	[3, 4]	Balsaminaceae	258
Impatiens griffithii Hook.f. & Thomson	374123-1	MA	[7]	Balsaminaceae	258
Impatiens hawkeri W.Bull	374127-1	EU HF ME SU	[3, 4, 5, 7]	Balsaminaceae	258
Impatiens hochstetteri Warb.	374138-1	ME	[4]	Balsaminaceae	258
Impatiens irvingii Hook.f.	374148-1	EU GS HF MA ME SU	[4, 8, 11]	Balsaminaceae	258
Impatiens linearifolia Warb.	374184-1	HF	[5]	Balsaminaceae	258
Impatiens loulanensis Hook.f.	103746-1	ME	[4]	Balsaminaceae	258
Impatiens macroptera Hook.f.	374203-1	GS HF ME	[4, 8]	Balsaminaceae	258
Impatiens mirabilis Hook.f.	374226-1	EU	[7]	Balsaminaceae	258
Impatiens mooreana Schltr.	103796-1	HF ME	[4]	Balsaminaceae	258
Impatiens niamniamensis Gilg	103811-1	EU HF MA ME	[4, 8, 11]	Balsaminaceae	258
Impatiens nivea Schltr.	103814-1	HF	[5]	Balsaminaceae	258
Impatiens noli-tangere L.	30208246-2	ME	[4]	Balsaminaceae	258
Impatiens pallida Nutt.	30051366-2	ME	[1, 3, 4]	Balsaminaceae	258
Impatiens parviflora DC.	374266-1	EU ME	[3, 4]	Balsaminaceae	258
Impatiens platypetala Lindl.	374276-1	EU ME	[4, 5, 7]	Balsaminaceae	258
Impatiens pritzelii Hook.f.	103885-1	ME	[4]	Balsaminaceae	258
Impatiens racemosa DC.	374298-1	ME	[4]	Balsaminaceae	258
Impatiens repens Moon ex Wight	77144974-1	ME	[4]	Balsaminaceae	258
Impatiens sakeriana Hook.f.	374329-1	EU GS HF	[8, 11]	Balsaminaceae	258
Impatiens scabrida DC.	374334-1	EU ME	[3, 4]	Balsaminaceae	258
Impatiens scapiflora B.Heyne ex Wall.	103941-1	ME	[4]	Balsaminaceae	258
Impatiens siculifera Hook.f.	103952-1	ME	[4]	Balsaminaceae	258
Impatiens sodenii Engl. & Warb.	374351-1	EU ME	[3, 4, 8]	Balsaminaceae	258
Impatiens stuhlmannii Warb.	374360-1	EU ME	[4, 8]	Balsaminaceae	258
Impatiens sulcata Wall.	103971-1	ME	[4]	Balsaminaceae	258
Impatiens tripetala Roxb. ex DC.	104011-1	ME	[4]	Balsaminaceae	258
Impatiens walleriana Hook.f.	374419-1	EU ME	[3, 4, 8]	Balsaminaceae	258
Clethra acuminata Michx.	327566-1	EU ME	[3, 4]	Clethraceae	258
Clethra alnifolia L.	319146-2	EU MA	[1, 3]	Clethraceae	258
Clethra arborea Aiton	327572-1	MA	[1]	Clethraceae	258
Clethra barbinervis Siebold & Zucc.	327574-1	EU MA	[1, 3]		259
Clethra delavayi Franch.	327585-1	MA	[1]		259
Clethra fargesii Franch.	327590-1	EU	[3]		259
Clethra mexicana DC.	327610-1	MA	[1]		259
Clethra occidentalis (L.) Kuntze	60716-2	MA	[1]		259
Clethra revoluta (Ruiz & Pav.) Spreng.	327630-1	ME	[4]		259
Clethra scabra Pers.	60731-2	MA	[1]		259
Purdiaea belizensis (A.C.Sm. & Standl.) J.L.Thomas	214480-2	MA	[1]		259
Cyrilla racemiflora L.	319176-2	EU IF MA	[1, 3]	Cyrillaceae	259
Galax urceolata (Poir.) Brummitt	106783-2	ME	[4]	Diapensiaceae	259
Diospyros abyssinica (Hiern) F.White	322036-1	FU MA ME	[1, 4, 8, 11]	Ebenaceae	259
Diospyros acocksii (De Winter) De Winter	322038-1	EU	[9]	Ebenaceae	259
Diospyros aequoris Standl.	297833-2	HF	[9]	Ebenaceae	259
Diospyros affinis Thwaites	322051-1	MA ME	[1, 4]	Ebenaceae	259
Diospyros alboflavescens (Gürke) F.White	322061-1	MA ME	[1, 4, 11]	Ebenaceae	259
Diospyros andamanica (Kurz) Bakh.	322074-1	MA	[1]	Ebenaceae	259
Diospyros anisandra S.F.Blake	81170-2	ME	[4]	Ebenaceae	259
Diospyros areolata King & Gamble	322087-1	MA	[1]	Ebenaceae	259
Diospyros argentea Griff.	322089-1	ME PO	[4, 7]	Ebenaceae	259
Diospyros atrata (Thwaites) Alston	322097-1	ME	[4]	Ebenaceae	259
Diospyros attenuata Thwaites	322099-1	ME	[4]	Ebenaceae	259
Diospyros australis (R.Br.) F.M.Bailey	322104-1	MA	[1]	Ebenaceae	259
Diospyros barteri Hiern	322122-1	HF MA	[8, 11]	Ebenaceae	259
Diospyros batocana Hiern	322123-1	GS HF IF MA ME PO	[4, 8, 9]	Ebenaceae	259
Diospyros bejaudii Lecomte	322127-1	MA	[1]	Ebenaceae	259
Diospyros bipindensis Gürke	322145-1	MA ME	[1, 4, 11]	Ebenaceae	259
Diospyros borneensis Hiern	322157-1	MA ME	[1, 4]	Ebenaceae	259
Diospyros brandisiana Kurz	322163-1	MA	[1]	Ebenaceae	259
Diospyros burmanica Kurz	322174-1	MA	[1]	Ebenaceae	259
Diospyros buxifolia (Blume) Hiern	322176-1	FU IF MA ME SU	[1, 4, 5, 7]	Ebenaceae	259
Diospyros canaliculata De Wild.	322194-1	MA ME PO	[4, 11]	Ebenaceae	259
Diospyros candolleana Wight	322197-1	ME	[4]	Ebenaceae	259
Diospyros capreifolia Mart. ex Hiern	322202-1	MA	[1]	Ebenaceae	259
Diospyros castanea (Craib) H.R.Fletcher	322210-1	ME	[4]	Ebenaceae	259
Diospyros cauliflora Blume	322215-1	MA	[1]	Ebenaceae	259
Diospyros celebica Bakh.	322219-1	MA	[1, 3]	Ebenaceae	259
Diospyros chamaethamnus Mildbr.	322223-1	HF ME	[4, 8, 9]	Ebenaceae	259
Diospyros chevalieri De Wild.	322225-1	SU	[11]	Ebenaceae	259
Diospyros chloroxylon Roxb.	322230-1	MA ME	[1, 4]	Ebenaceae	259
Diospyros chrysophyllos Poir.	322235-1	MA	[1]	Ebenaceae	259
Diospyros cinnabarina (Gürke) F.White	322240-1	GS HF	[8]	Ebenaceae	259
Diospyros clementium Bakh.	322245-1	ME	[4]	Ebenaceae	259
Diospyros consolatae Chiov.	322262-1	GS HF	[8]	Ebenaceae	259
Diospyros conzattii Standl.	81185-2	HF MA	[3, 9]	Ebenaceae	259
Diospyros cooperi (Hutch. & Dalziel) F.White	322264-1	MA	[11]	Ebenaceae	259
Diospyros crassiflora Hiern	322276-1	FU MA ME	[1, 3, 4, 8, 11]	Ebenaceae	259
Diospyros crassinervis (Krug & Urb.) Standl.	81186-2	ME	[4]	Ebenaceae	259
Diospyros crumenata Thwaites	322282-1	MA	[1]	Ebenaceae	259
Diospyros curranii Merr.	322290-1	MA	[7]	Ebenaceae	259
Diospyros daemona Bakh.	322312-1	MA	[1]	Ebenaceae	259
Diospyros decandra Lour.	322304-1	ME	[4]	Ebenaceae	259
Diospyros defectrix H.R.Fletcher	322309-1	MA	[3]	Ebenaceae	259
Diospyros dendo Welw. ex Hiern	322313-1	FU HF MA	[1, 11]	Ebenaceae	259
Diospyros dichrophylla (Gand.) De Winter	322319-1	EU FU MA ME	[1, 4, 8]	Ebenaceae	259
Diospyros dictyoneura Hiern	322321-1	MA	[1]	Ebenaceae	259
Diospyros diepenhorstii Miq.	322322-1	HF ME	[4, 7]	Ebenaceae	259
Diospyros discolor Willd.	322328-1	EU FU GS HF MA ME	[1, 3, 4, 8, 11]	Ebenaceae	259
Diospyros diversifolia Hiern	322330-1	MA	[1]	Ebenaceae	259
Diospyros diversilimba Merr. & Chun	322331-1	ME	[4]	Ebenaceae	259
Diospyros ebenum J.Koenig ex Retz.	322347-1	MA ME	[1, 4, 7]	Ebenaceae	259
Diospyros ehretioides Wall. ex G.Don	322357-1	MA	[1]		260
Diospyros elliotii (Hiern) F.White	322361-1	FU HF MA	[11]		260
Diospyros elliptifolia Merr.	322366-1	MA	[1]		260
Diospyros eriantha Champ. ex Benth.	322373-1	MA	[3]		260
Diospyros evena Bakh.	322379-1	EU HF MA ME	[3, 4, 8]		260
Diospyros exculpta Buch.-Ham.	322383-1	ME	[4]		260
Diospyros fasciculosa (F.Muell.) F.Muell.	72581-3	MA	[1]		260
Diospyros ferrea (Willd.) Bakh.	322393-1	FU GS HF IF MA ME SU	[4, 5, 7]		260
Diospyros fischeri Gürke	322400-1	ME	[4]		260
Diospyros foliosa (Rich. ex A.Gray) Bakh.	322408-1	MA ME	[1, 4]		260
Diospyros foxworthyi Bakh.	322414-1	MA	[1]		260
Diospyros frutescens Blume	322418-1	FU MA	[7]		260
Diospyros gabunensis Gürke	322424-1	MA ME	[1, 4, 8, 11]		260
Diospyros galpinii (Hiern) De Winter	322425-1	HF ME	[4, 9, 10]		260
Diospyros gillespiei (Fosberg) Kosterm.	322433-1	ME	[4]		260
Diospyros glabra (L.) De Winter	322437-1	MA ME	[1, 4]		260
Diospyros gracilescens Gürke	322455-1	MA	[11]		260
Diospyros guianensis (Aubl.) Gürke	322470-1	MA ME	[1, 4, 12]		260
Diospyros hallieri Bakh.	322475-1	MA	[1]		260
Diospyros hasseltii Zoll.	322478-1	HF MA	[5, 7]		260
Diospyros hebecarpa A.Cunn. ex Benth.	322484-1	HF	[5]		260
Diospyros heishi Govaerts	77192153-1	MA			260
Diospyros heterotricha (Welw. ex Hiern) F.White	322494-1	GS HF MA	[8, 11]		260
Diospyros heudelotii Hiern	322495-1	HF MA ME	[1, 4, 11]		260
Diospyros hoyleana F.White	322510-1	MA ME	[1, 4, 11]		260
Diospyros inconstans Jacq.	322526-1	ME	[4]		260
Diospyros insignis Thwaites	322533-1	MA	[1]		260
Diospyros insularis Bakh.	322534-1	IF MA SU	[3, 5]		260
Diospyros iturensis (Gürke) Letouzey & F.White	322539-1	MA ME	[4, 11]		260
Diospyros japonica Siebold & Zucc.	322516-1	MA ME	[3, 4]		260
Diospyros kaki L.f.	322553-1	GS HF MA ME PO SU	[1, 3, 4, 7, 8]		260
Diospyros kamerunensis Gürke	322556-1	HF MA	[1, 11]		260
Diospyros kirkii Hiern	322566-1	EU FU HF MA ME	[1, 4, 9]		260
Diospyros kurzii Hiern	322578-1	MA	[1, 3, 7]		260
Diospyros labillardierei F.White	971462-1	MA	[1]		260
Diospyros lanceifolia Roxb.	60461111-2	MA PO	[1, 7]		260
Diospyros latisepala Ridl.	322587-1	MA ME PO	[1, 4, 7]		260
Diospyros lolin Bakh.	322613-1	MA ME	[1, 4, 5]		260
Diospyros lolinopsis Kosterm.	322614-1	HF MA	[5]		260
Diospyros longibracteata Lecomte	322616-1	MA	[3]		260
Diospyros lotus L.	322629-1	GS HF MA ME SU	[1, 3, 4, 7]		260
Diospyros loureiroana G.Don	322632-1	HF MA ME PO	[4, 8, 9]		260
Diospyros lycioides Desf.	322637-1	AF EU GS HF MA ME SU	[4, 8, 9, 10]		260
Diospyros macrophylla Blume	322649-1	MA	[1, 3, 7]		260
Diospyros maingayi (Hiern) Bakh.	322655-1	MA	[1]		260
Diospyros major (G.Forst.) Bakh.	322657-1	ME	[4]		260
Diospyros malabarica (Desr.) Kostel.	322658-1	HF MA ME	[1, 3, 4, 7]		260
Diospyros mannii Hiern	322669-1	FU HF MA	[1, 11]		260
Diospyros maritima Blume	322671-1	AF FU HF MA ME SU	[1, 4, 5, 7]		260
Diospyros marmorata R.Parker	322672-1	MA	[7]		260
Diospyros melanida Poir.	322689-1	MA	[1]		260
Diospyros melanoxylon Roxb.	322692-1	HF MA ME SU	[1, 3, 4, 7, 9]		260
Diospyros mespiliformis Hochst. ex A.DC.	322702-1	AF EU FU HF IF MA ME PO SU	[1, 3, 4, 8,		260
Diospyros mindanaensis Merr.	322716-1	MA	[7]		260
Diospyros mollis Griff.	322726-1	HF MA ME	[1, 4, 7, 9]		260
Diospyros monbuttensis Gürke	322729-1	HF MA ME	[1, 4, 8, 11]		260
Diospyros montana Roxb.	322732-1	HF MA ME	[1, 4, 7]		260
Diospyros morrisiana Hance ex Walp.	322737-1	MA	[3]		260
Diospyros multiflora Blanco	322739-1	MA ME PO	[4]		260
Diospyros mweroensis F.White	322745-1	ME	[4]		260
Diospyros natalensis (Harv.) Brenan	322751-1	HF	[9]		260
Diospyros nigra (J.F.Gmel.) Perr.	322764-1	EU GS HF MA ME PO	[1, 3, 4, 8, 9, 10, 12]		260
Diospyros novoguineensis Bakh.	322775-1	MA SU	[5]		260
Diospyros nutans King & Gamble	322779-1	FU MA	[7]		260
Diospyros oaxacana Standl.	81226-2	EU HF MA ME	[4, 9]		260
Diospyros oblonga Wall. ex G.Don	322785-1	MA	[1]		260
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	322799-1	HF	[3]		261
Diospyros oocarpa Thwaites	322808-1	MA ME	[1, 4]		261
Diospyros oppositifolia Thwaites	322811-1	MA ME	[1, 4]		261
Diospyros ovalifolia Wight	322816-1	MA ME	[1, 4]		261
Diospyros pahangensis Bakh.	322823-1	MA	[1]		261
Diospyros pallens (Thunb.) F.White	322826-1	MA ME	[1, 4, 9]		261
Diospyros paniculata Dalzell	322830-1	ME	[4]		261
Diospyros papuana Valeton ex Bakh.	322832-1	AF MA	[3, 5]		261
Diospyros peekelii Lauterb.	322842-1	ME	[4, 5]		261
Diospyros pendula Hasselt ex Hassk.	322845-1	MA	[1]		261
Diospyros pentamera (Woolls & F.Muell.) F.Muell.	322848-1	MA	[1]		261
Diospyros perakensis Bakh.	322849-1	MA	[1]		261
Diospyros perfida Bakh.	322851-1	MA	[1]		261
Diospyros physocalycina Gürke	322867-1	MA ME PO	[1, 4, 11]		261
Diospyros pilosanthera Blanco	322870-1	MA ME	[1, 3, 4, 7]		261
Diospyros piscatoria Gürke	322874-1	MA PO	[1, 11]		261
Diospyros poncei Merr.	322887-1	MA	[7]		261
Diospyros preussii Gürke	322894-1	ME PO	[4, 11]		261
Diospyros pseudomalabarica Bakh.	322902-1	MA	[1]		261
Diospyros pubescens Pers.	322910-1	HF ME	[4, 9]		261
Diospyros pyrrhocarpa Miq.	322921-1	MA	[7]		261
Diospyros quaesita Thwaites	322922-1	MA ME	[1, 4, 7]		261
Diospyros quiloensis (Hiern) F.White	322923-1	GS HF MA	[8, 9]		261
Diospyros ramiflora Roxb.	322925-1	MA	[1]		261
Diospyros ramulosa (E.Mey. ex A.DC.) De Winter	322926-1	HF	[9]		261
Diospyros rekoi Standl.	81238-2	HF	[9]		261
Diospyros revoluta Poir.	322936-1	ME	[4]		261
Diospyros rigida Hiern	322943-1	MA	[1]		261
Diospyros rotundifolia Hiern	322952-1	HF	[9]		261
Diospyros rufa King & Gamble	322961-1	MA ME PO	[4, 7]		261
Diospyros rumphii Bakh.	322966-1	MA	[3, 7]		261
Diospyros salicifolia Humb. & Bonpl. ex Willd.	322972-1	ME	[4]		261
Diospyros samoensis A.Gray	322976-1	MA ME	[1, 4]		261
Diospyros sandwicensis (A.DC.) Fosberg	322977-1	MA	[1]		261
Diospyros sanza-minika A.Chev.	322981-1	FU MA ME	[1, 4, 11]		261
Diospyros scabra (Chiov.) Cufod.	322990-1	AF EU FU HF IF MA ME PO SU	[4, 10]		261
Diospyros scortechinii King & Gamble	322999-1	MA	[7]		261
Diospyros senensis Klotzsch	323003-1	MA ME	[4, 9]		261
Diospyros sericea A.DC.	323004-1	MA			261
Diospyros siamang Bakh.	323010-1	MA	[1]		261
Diospyros soubreana F.White	323029-1	HF ME	[4, 11]		261
Diospyros squarrosa Klotzsch	323042-1	AF HF MA	[1, 8, 9, 10]		261
Diospyros strigosa Hemsl.	323050-1	ME	[4]		261
Diospyros suaveolens Gürke	323054-1	AF MA ME	[1, 4, 11]		261
Diospyros subrhomboidea King & Gamble	323055-1	ME	[4]		261
Diospyros sumatrana Miq.	323069-1	MA ME	[1, 3, 4, 7]		261
Diospyros sylvatica Roxb.	323076-1	MA ME	[1, 4]		261
Diospyros tessellaria Poir.	323092-1	MA	[1]		261
Diospyros texana Scheele	323100-1	HF MA	[1, 3]		261
Diospyros thomasii Hutch. & Dalziel	323103-1	HF MA ME	[1, 4, 11]		261
Diospyros toposia Buch.-Ham.	323112-1	MA ME	[4]		261
Diospyros tricolor (Schumach. & Thonn.) Hiern	323123-1	MA ME PO	[4, 11]		261
Diospyros tristis King & Gamble	323126-1	MA	[1]		261
Diospyros truncata Zoll. & Moritzi	323129-1	MA	[1]		261
Diospyros ulo Merr.	323141-1	MA	[1]		261
Diospyros undulata Wall. ex G.Don	323146-1	ME	[4]		261
Diospyros variegata Kurz	323158-1	MA	[1]		261
Diospyros venosa Wall. ex A.DC.	323165-1	EU FU IF MA	[5]		261
Diospyros villosa (L.) De Winter	323177-1	HF ME	[4, 9]		261
Diospyros villosiuscula Kosterm.	323178-1	ME	[4, 5]		261
Diospyros virginiana L.	323180-1	EU GS HF MA ME	[1, 3, 4]		261
Diospyros viridicans Hiern	323181-1	AF HF ME	[4, 11]		261
Diospyros wajirensis F.White	935984-1	GS HF	[8]		261
Diospyros walkeri (Wight) Gürke	323187-1	ME	[4]		261
Diospyros wallichii King & Gamble	323188-1	ME PO	[4, 7]		261
Diospyros whyteana (Hiern) F.White	323194-1	EU HF MA ME SU	[1, 4, 8]		261
Diospyros zenkeri (Gürke) F.White	323211-1	AF MA	[1, 11]		261
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	323214-1	MA ME	[1, 4]		262
Euclea coriacea A.DC.	323297-1	ME	[4]		262
Euclea crispa (Thunb.) Gürke	50873080-1	EU HF MA ME	[4, 8, 9]		262
Euclea divinorum Hiern	323301-1	AF EU FU HF MA ME SU	[1, 3, 4, 8, 9, 10]		262
Euclea natalensis A.DC.	323328-1	HF MA ME PO	[1, 4, 8, 9, 10]		262
Euclea pseudebenus E.Mey. ex A.DC.	323335-1	AF EU FU GS HF MA ME	[4, 8, 9]		262
Euclea racemosa L.	323337-1	EU FU GS HF MA ME	[1, 4, 8]		262
Euclea undulata Thunb.	323344-1	AF EU FU GS HF IF MA ME	[1, 4, 8, 9, 10]		262
Lissocarpa guianensis Gleason	141509-2	MA	[1]		262
Acrothamnus suaveolens (Hook.f.) Quinn	77070465-1	FU	[5]	Ericaceae	262
Agarista populifolia (Lam.) Judd	6283-2	EU ME	[3, 4]	Ericaceae	262
Agarista salicifolia (Lam.) G.Don	326177-1	MA ME PO	[1, 4, 11]	Ericaceae	262
Andromeda polifolia L.	30021967-2	MA ME	[1, 4]	Ericaceae	262
Anthopterus wardii Ball	858211-1	ME	[4]	Ericaceae	262
Arbutus andrachne L.	326280-2	HF MA ME	[1, 4, 9]	Ericaceae	262
Arbutus canariensis Veill. ex Duhamel	326442-1	MA	[1]	Ericaceae	262
Arbutus menziesii Pursh	326479-1	EU MA ME	[1, 3, 4]	Ericaceae	262
Arbutus unedo L.	326526-1	EU HF IF MA ME	[1, 2, 3, 4]	Ericaceae	262
Arbutus xalapensis Kunth	309483-2	MA ME	[1, 4]	Ericaceae	262
Arctostaphylos andersonii A.Gray	326542-1	MA	[1]	Ericaceae	262
Arctostaphylos canescens Eastw.	17756-2	ME	[4]	Ericaceae	262
Arctostaphylos columbiana Piper	17764-2	ME	[4]	Ericaceae	262
Arctostaphylos glandulosa Eastw.	17785-2	ME	[4]	Ericaceae	262
Arctostaphylos glauca Lindl.	17800-2	MA ME	[1, 4]	Ericaceae	262
Arctostaphylos hookeri G.Don	291434-2	ME	[3, 4]	Ericaceae	262
Arctostaphylos manzanita Parry	17827-2	ME	[4]	Ericaceae	262
Arctostaphylos nevadensis A.Gray	17844-2	ME	[4]	Ericaceae	262
Arctostaphylos parryana Lemmon	17862-2	ME	[4]	Ericaceae	262
Arctostaphylos patula Greene	17866-2	MA ME	[1, 4]	Ericaceae	262
Arctostaphylos pungens Kunth	17885-2	FU HF ME	[4, 9, 10]	Ericaceae	262
Arctostaphylos tomentosa (Pursh) Lindl.	30024713-2	HF MA ME	[1, 4, 9]	Ericaceae	262
Arctostaphylos uva-ursi (L.) Spreng.	1024084-2	EU IF MA ME	[1, 2, 3, 4]	Ericaceae	262
Arctostaphylos viscida Parry	17964-2	MA ME	[1, 4]	Ericaceae	262
Arctous alpina (L.) Nied.	17976-2	EU ME	[3, 4]	Ericaceae	262
Bejaria aestuans Mutis	317630-2	EU ME	[3, 4]	Ericaceae	262
Bejaria racemosa Vent.	303137-2	EU	[3]	Ericaceae	262
Bejaria resinosa Mutis ex L.f.	327015-1	EU ME	[3, 4]	Ericaceae	262
Brachyloma depressum (F.Muell.) Benth.	324918-1	HF	[9]	Ericaceae	262
Calluna vulgaris (L.) Hull	327305-1	EU IF ME	[3, 4]	Ericaceae	262
Cassiope fastigiata (Wall.) D.Don	327316-1	EU GS ME	[3, 4]	Ericaceae	262
Cassiope hypnoides (L.) D.Don	1187281-2	EU		Ericaceae	262
Cassiope lycopodioides (Pall.) D.Don	327318-1	EU GS	[3]	Ericaceae	262
Cassiope mertensiana (Bong.) G.Don	327321-1	EU ME	[3, 4]	Ericaceae	262
Cassiope selaginoides Hook.f. & Thomson	327329-1	EU	[3]	Ericaceae	262
Cassiope tetragona (L.) D.Don	1043713-2	EU	[3]	Ericaceae	262
Hoerold	60458979-2	EU ME	[3, 4]	Ericaceae	262
Cavendishia grandifolia Herold	50436-2	ME	[4]	Hoerold	262
Cavendishia martii (Meisn.) A.C.Sm.	50460-2	ME	[4]	Hoerold	262
Chamaedaphne calyculata (L.) Moench	1058520-2	ME	[1, 4]	Hoerold	262
Chimaphila maculata (L.) Pursh	327557-1	ME	[1, 3, 4]	Hoerold	262
Chimaphila menziesii (R.Br. ex D.Don) Spreng.	327558-1	ME	[4]	Hoerold	262
